label,label_name,path,landmarks
0,paper,dataset_reel\paper\1Dfw5FRlS4h60JPX.png,"[1.15381031 0.52226085 0.         1.20482617 0.90520891 0.14798362
 1.22041907 1.04172354 0.32022437 1.1861064  1.08727879 0.51060682
 1.21582887 1.15483072 0.62968815 0.96805231 1.0345416  0.58534333
 0.96503268 1.30974425 0.86646619 1.02220573 1.43994534 0.99691886
 1.08681842 1.49820211 1.08823029 0.78901312 0.90143489 0.78344745
 0.83529765 1.30163106 1.0744953  0.94271826 1.49365626 1.19058384
 1.04823786 1.57079633 1.26624621 0.66715362 0.75974115 1.00948994
 0.71483281 1.2473998  1.27307812 0.82767951 1.45729193 1.36470376
 0.93514095 1.52832953 1.42297701 0.5812501  0.61623083 1.30701053
 0.58143348 1.09318928 1.50199313 0.67234861 1.25842823 1.53891749
 0.76978793 1.29903497 0.        ]"
0,paper,dataset_reel\paper\1fKclJk4eBWOQSR1.png,"[1.62125255 0.90611663 0.90048896 1.43189692 1.07916078 0.656389
 1.22208971 1.12156756 0.5001395  1.01046361 1.09950461 0.3709632
 0.84117059 1.10413929 0.23463795 0.90030747 1.09752358 0.56511362
 0.54062299 1.21733558 0.43723768 0.34731574 1.35527864 0.27628158
 0.21725599 1.57079633 0.         0.87593758 0.9990263  0.78528715
 0.486525   1.04965928 0.74472474 0.2486491  1.11872867 0.69188371
 0.07783049 1.30095901 0.48795217 0.92489185 0.95425859 0.99367761
 0.56019118 0.95063848 1.0668036  0.3172141  1.01068903 1.20439615
 0.15168511 1.09562513 0.         1.01180642 0.95347268 1.13946274
 0.70566468 1.0107463  1.23135831 0.51963563 1.07795542 1.3387473
 0.38600135 1.09777662 1.4836434 ]"
0,paper,dataset_reel\paper\1Frbe8cdOdkciOBg.png,"[1.25773659 0.65165844 0.         1.2950294  0.86013437 0.16771965
 1.28193437 0.98491848 0.35912472 1.26311206 1.0640167  0.5319031
 1.3172736  1.17746659 0.61205678 1.03300201 1.04732511 0.57772804
 1.04047679 1.27431132 0.85615422 1.08924142 1.36684616 0.99608486
 1.13804819 1.40974294 1.09782307 0.8363438  0.99435414 0.67167982
 0.84557144 1.25006366 1.08030021 0.92270471 1.37733738 1.26506522
 0.99893416 1.44367102 1.37781654 0.66822347 0.93114555 0.72308582
 0.68793648 1.29621338 1.19609722 0.78676519 1.48509603 1.36705506
 0.89080986 1.57079633 1.4648072  0.52352913 0.83511113 0.72166154
 0.48592322 1.26409774 1.25533797 0.56458327 1.42941372 1.45409523
 0.658615   1.48572602 0.        ]"
0,paper,dataset_reel\paper\1jHtb93pI8f6pfKo.png,"[1.69358108 0.9391617  0.75009909 1.33759751 0.99379167 0.47350386
 1.0620946  0.9720046  0.29315059 0.85191129 0.90911407 0.19259609
 0.68023213 0.88032137 0.         0.84628691 0.98467908 0.50725282
 0.46970265 1.07636529 0.49470213 0.25716186 1.21994691 0.49205653
 0.11045962 1.52111715 0.57885864 0.92829943 1.03053329 0.79606476
 0.5485998  1.09861619 0.92536329 0.32526766 1.25421242 1.14329252
 0.19822337 1.57079633 0.         1.06948328 1.10273121 0.97743567
 0.72478713 1.17779913 1.12497836 0.50548307 1.3439861  1.28953642
 0.365473   1.5646592  1.5231244  1.23448178 1.16955798 1.07574289
 0.95060347 1.2959085  1.18643144 0.7852068  1.40074255 1.27599132
 0.65172333 1.46699232 1.37364374]"
0,paper,dataset_reel\paper\1oKnUgV2CdCaQUUX.png,"[1.43688776 0.80105629 0.24898087 1.34561064 1.03788951 0.61638158
 1.28341269 1.16329326 0.84048503 1.17406394 1.22315819 0.99532067
 1.1394751  1.30084938 1.14466924 1.00605209 1.0535372  0.8560955
 0.84253117 1.29586913 1.16406897 0.80356946 1.47247669 1.34630481
 0.79808054 1.57079633 1.48881289 0.85743475 0.9235339  0.63716618
 0.66595301 1.14919472 1.07415052 0.62106451 1.38838185 1.36166458
 0.63206576 1.54654964 0.         0.78793713 0.85430011 0.33157001
 0.52631604 1.03483147 0.79775882 0.44425305 1.34629054 1.18074565
 0.4536007  1.55235077 1.46292906 0.77933415 0.8627239  0.
 0.50109559 0.96232704 0.20871101 0.37231454 1.059136   0.4978464
 0.31220962 1.0932265  0.83062448]"
0,paper,dataset_reel\paper\1Tt9U9SzrOm98Xtw.png,"[1.6540763  0.92157412 0.8617418  1.48945619 1.00556942 0.65172112
 1.29905824 0.99614918 0.50345615 1.10781475 0.94427477 0.40618014
 0.96911535 0.91834107 0.28666254 0.98734691 0.91447202 0.5839906
 0.61131072 0.93043264 0.43746076 0.39954167 0.98151141 0.26830691
 0.25960999 1.02412737 0.         0.91443824 0.91561218 0.79924478
 0.50223424 0.92620929 0.7373018  0.24009656 1.0075826  0.65456805
 0.06231861 1.25787768 0.25993839 0.8995458  0.96978678 1.00638478
 0.51660822 1.01290261 1.08176618 0.2790407  1.19307779 1.22358833
 0.13512709 1.57079633 0.         0.93685891 1.05858516 1.17012849
 0.640076   1.17404189 1.27785854 0.48075001 1.24496382 1.38802155
 0.36646223 1.24381153 1.52445471]"
0,paper,dataset_reel\paper\1uoW7QcH2qAgCTxv.png,"[1.37329535 0.81584064 1.55216312 1.08114693 0.58216296 0.
 0.95010931 0.3483468  1.1890853  1.01097595 0.35757707 0.52520502
 1.09822285 0.42615474 0.38402513 0.66172642 0.91538059 0.75055102
 0.69344802 1.24555345 0.25639696 0.80757359 1.3136514  0.08450479
 0.91942171 1.31464522 0.         0.81108039 1.11922086 0.87362402
 0.79668976 1.4451187  0.40685839 0.89983124 1.50467866 0.19508271
 1.00780488 1.48019722 0.08556139 0.96570098 1.20530236 0.97338741
 0.90058362 1.47122707 0.59066675 0.95454693 1.57079633 0.38102659
 1.02282229 1.56300919 0.2524424  1.1062478  1.23756633 1.06281208
 1.02888655 1.38410066 0.80708042 1.02909707 1.3846653  0.64563528
 1.06285965 1.33105561 0.52777488]"
0,paper,dataset_reel\paper\1yeoLbmp4alVOtFv.png,"[1.41444875 0.78556442 1.5450093  1.08601968 0.69371085 0.
 0.80877192 0.54229255 1.35601886 0.6163995  0.42363512 0.82829655
 0.45765696 0.40503383 0.         0.85319646 0.73526575 0.8686456
 0.75394324 0.99615769 0.35562681 0.79253241 1.22036068 0.14804298
 0.8704396  1.35800962 0.04304829 0.92736058 0.91996153 0.90697251
 0.85807561 1.13584353 0.46605693 0.90810297 1.32792428 0.24129318
 0.99644945 1.44762637 0.1171126  1.02431093 1.08234658 0.98293342
 0.96574804 1.28640821 0.64384132 0.99357598 1.46726202 0.44778437
 1.05316298 1.57079633 0.319092   1.1465046  1.21882069 1.06467242
 1.14069345 1.39631813 0.86352513 1.16187447 1.49823919 0.73160914
 1.19948341 1.55211423 0.62675807]"
0,paper,dataset_reel\paper\27XFtQjjXQ8AP8Tl.png,"[1.66688892 0.92739522 0.84782591 1.42672598 1.07700569 0.65015052
 1.19034053 1.14409561 0.51500302 0.95009684 1.16697623 0.42504894
 0.75341092 1.22210755 0.29712182 0.93063523 1.06865049 0.61262032
 0.53876618 1.18916404 0.48460342 0.33444504 1.35647035 0.31297566
 0.2033311  1.57079633 0.         0.92590139 1.00368541 0.83337601
 0.50462846 1.04414552 0.81243874 0.25474075 1.08625176 0.79668665
 0.07708865 1.02161961 0.76941413 0.97937167 0.99065395 1.02615514
 0.59662086 0.98942474 1.11340791 0.35851783 1.01275137 1.25001215
 0.19925708 0.98524882 0.         1.06138991 1.01072926 1.15526763
 0.75905543 1.04984965 1.25176266 0.5847002  1.07012155 1.34687283
 0.4573377  1.03324711 1.46362098]"
0,paper,dataset_reel\paper\2F8Ng7620ANA7tEK.png,"[1.43098228 0.79704888 0.21504927 1.285682   0.99511696 0.50928832
 1.19718876 1.09585476 0.75584688 1.14238403 1.17264628 0.94718829
 1.18135536 1.27572737 1.08589543 0.99640109 0.87661634 0.78566373
 0.82114642 1.0157764  1.10823918 0.74414241 1.17327217 1.30818826
 0.71552938 1.29408363 1.453036   0.87474293 0.79758065 0.60310297
 0.66287055 0.82567343 1.00132121 0.54224255 0.98877196 1.33077296
 0.4914997  1.1656493  0.         0.79132877 0.79156128 0.33447654
 0.48407306 0.81681397 0.61225352 0.2900317  1.11371995 0.99973496
 0.23264829 1.57079633 1.43072242 0.75839916 0.86530697 0.0519972
 0.48344606 0.95579138 0.00729697 0.33843236 0.99690467 0.
 0.24006921 0.95097278 0.00283752]"
0,paper,dataset_reel\paper\2IOsxsG8AaxntdJM.png,"[1.37647514 0.75759128 0.         0.94491876 0.56918881 0.04964852
 0.7328548  0.40887668 0.6310016  0.70208624 0.54138197 1.25825978
 0.70204279 0.73826353 0.         0.64224645 0.87713032 0.79705206
 0.6769742  1.32068569 1.24382546 0.79625437 1.48840725 1.40423104
 0.90887481 1.54965312 1.484596   0.81820422 1.04728058 0.60318366
 0.81238968 1.37366946 1.03232735 0.91966861 1.51675352 1.22740515
 1.02645473 1.57079633 1.34326881 1.0006087  1.13264561 0.4828857
 0.94560706 1.3198067  0.83034108 0.99118811 1.42449773 1.02139049
 1.04839594 1.47301144 1.14957271 1.166948   1.18577802 0.39074203
 1.09446245 1.31259885 0.60875943 1.09447108 1.35250569 0.74261224
 1.10923536 1.3519039  0.85069094]"
0,paper,dataset_reel\paper\2OCAZGNv2OEzgAwU.png,"[1.63061596 0.91060855 0.68185361 1.450305   1.0571414  0.91354072
 1.23642525 1.1140563  1.06432812 0.99383017 1.1171336  1.15009448
 0.79920967 1.14580356 1.21557134 0.9455196  0.99242108 0.94718897
 0.54528957 1.08510856 1.06450969 0.31970478 1.28728922 1.24114895
 0.18539672 1.57079633 0.         0.89678447 0.95550874 0.73055551
 0.52060065 0.90304978 0.76331132 0.26979314 0.86410205 0.85334974
 0.09386775 0.61089661 1.24922337 0.90401531 0.97790855 0.54103624
 0.54193159 0.96689241 0.45989894 0.32371815 0.99447083 0.32516433
 0.18331919 0.99719683 0.         0.9409478  1.0370021  0.39942588
 0.6705287  1.09006943 0.28817546 0.53667997 1.06426229 0.18874121
 0.44944647 0.97560277 0.05882199]"
0,paper,dataset_reel\paper\2PAcPusQ59xIMfiw.png,"[1.41532003 0.78617964 0.05589514 1.13166924 0.74165416 0.
 0.8511486  0.69091132 0.04348853 0.62115033 0.61850036 0.18836966
 0.40405288 0.55472718 0.30806726 0.75444922 0.85640389 0.50448176
 0.55064501 1.11544867 1.04806814 0.56064796 1.38255018 1.38131777
 0.62842251 1.53603637 0.         0.85920856 1.01475347 0.5794816
 0.80950072 1.31573272 1.00260365 0.8901528  1.48551264 1.20729309
 0.98982219 1.57079633 1.32398002 0.98360323 1.12655084 0.57024221
 0.97095307 1.34994211 0.88239657 1.0280283  1.46731721 1.044826
 1.09582396 1.52475596 1.151863   1.09650663 1.20455899 0.51855428
 1.10648542 1.3794035  0.72313133 1.15406283 1.43858251 0.83513766
 1.20333964 1.45574523 0.92382122]"
0,paper,dataset_reel\paper\2PiUTczN5Ez4VreF.png,"[1.68712839 0.93636063 0.74375623 1.35339944 0.95668905 0.49951678
 1.11119634 0.87860797 0.32351084 0.95876659 0.75852128 0.21420731
 0.86737333 0.67290739 0.         0.88821553 0.88688068 0.5803857
 0.56878864 0.78898764 0.55748805 0.41330861 0.63053837 0.56854166
 0.31656147 0.43782981 0.67762636 0.96159463 0.963374   0.84374681
 0.61535235 0.99306662 1.01878719 0.43589921 1.07455801 1.27024308
 0.34821783 1.19291997 0.         1.08881853 1.05258167 1.00143707
 0.76659762 1.14480598 1.18057395 0.58665509 1.35714017 1.35317756
 0.50153885 1.57079633 1.53145397 1.25045778 1.12790777 1.08671775
 1.03078848 1.28299596 1.22814199 0.92479487 1.40650635 1.33733309
 0.85972662 1.47297985 1.43836334]"
0,paper,dataset_reel\paper\2SldJqjiZwIVPef9.png,"[1.69423566 0.93944434 0.82006107 1.38870782 1.02608232 0.56992073
 1.13544164 1.07147387 0.36907587 0.90123605 1.04041541 0.21919349
 0.70353597 1.00888838 0.20810991 0.8359555  1.2065712  0.55850081
 0.44752448 1.33973617 0.44938258 0.26068435 1.39962893 0.30823247
 0.13788452 1.328801   0.         0.90335872 1.12054199 0.80187354
 0.45055905 1.27603697 0.85583018 0.21570492 1.39976537 0.98456208
 0.07518538 1.57079633 1.53955558 1.03341431 1.04875491 0.97282442
 0.64575466 1.02771062 1.09266391 0.4376621  0.9489284  1.26123796
 0.32182147 0.79162264 0.         1.18274052 1.00216726 1.07591789
 0.90604057 0.93619534 1.17720233 0.7683848  0.84653603 1.27990572
 0.686953   0.73447736 1.40386779]"
0,paper,dataset_reel\paper\2tDgPZGqbrw95j39.png,"[1.0178973  0.18779983 0.         0.91404361 0.71700452 1.53279989
 1.01431132 0.98497888 1.35335982 1.11013795 1.10062537 1.1982205
 1.19906251 1.20599542 1.10337069 0.90948135 1.06781081 1.02262432
 1.05197681 1.35844822 0.87046215 1.17080911 1.48292504 0.80222388
 1.26911627 1.54894789 0.74960493 0.79145067 0.92554751 0.78157916
 0.95252575 1.28864296 0.68518842 1.10021275 1.46067196 0.64386718
 1.22745656 1.55397866 0.61839838 0.7093369  0.77552085 0.45086634
 0.83857181 1.1984148  0.47726822 0.96542125 1.44389269 0.49717569
 1.09877148 1.57079633 0.51129499 0.67574382 0.66786548 0.
 0.6971948  1.11513435 0.17017469 0.77322644 1.35666455 0.24216484
 0.87469481 1.47287145 0.30349974]"
0,paper,dataset_reel\paper\2UKnsncgPodQLOFR.png,"[1.07001216e+00 3.63751112e-01 0.00000000e+00 1.02388393e+00
 8.70828996e-01 1.42933763e+00 1.11598489e+00 1.11264457e+00
 1.27754099e+00 1.13216520e+00 1.21071938e+00 1.11277711e+00
 1.20986380e+00 1.31080264e+00 1.02609878e+00 9.22702229e-01
 1.03265445e+00 9.53491842e-01 9.80798485e-01 1.34770645e+00
 7.46581597e-01 1.06162702e+00 1.49549843e+00 6.50659145e-01
 1.13601909e+00 1.57079633e+00 5.77692050e-01 7.98544725e-01
 8.61115330e-01 7.04184505e-01 8.73480258e-01 1.26104981e+00
 5.30192980e-01 9.78330008e-01 1.45585333e+00 4.45576240e-01
 1.08164396e+00 1.55463999e+00 3.90708904e-01 7.29034258e-01
 7.04489161e-01 3.89591196e-01 7.76601727e-01 1.12819641e+00
 2.91109128e-01 8.66294228e-01 1.37562537e+00 2.62349627e-01
 9.68462884e-01 1.50437861e+00 2.51914646e-01 6.95377894e-01
 5.95106391e-01 0.00000000e+00 6.74610187e-01 1.01636540e+00
 1.47558307e-03 7.25845622e-01 1.24157555e+00 2.29740005e-02
 8.04523214e-01 1.34756904e+00 4.95652588e-02]"
0,paper,dataset_reel\paper\37PRV3B9HxuUPkQr.png,"[1.02827656 1.35128867 0.08475908 0.89966204 0.9159981  0.
 0.89366458 0.62599645 0.19901176 0.98271421 0.47629958 0.59795112
 1.11110518 0.45101579 0.90114901 0.58640156 1.06033684 0.62384689
 0.65209104 1.08247624 1.21411145 0.77563691 1.09843455 1.44761459
 0.89216304 1.11830423 0.         0.68293872 1.34219096 0.69894446
 0.74225444 1.48555691 1.2027737  0.87026707 1.53411696 1.42258579
 0.98939904 1.53862804 1.55018418 0.83056668 1.47302342 0.69846371
 0.85085436 1.53749479 1.07842975 0.93239755 1.56994677 1.2807788
 1.01294247 1.57079633 1.41076878 0.98392228 1.51527043 0.65414517
 0.97325283 1.5428478  0.91480427 0.99958693 1.53561054 1.06643342
 1.03674819 1.51240366 1.18970086]"
0,paper,dataset_reel\paper\389udM70tLrMVL5H.png,"[1.41893598 0.78872079 1.45563912 0.93534263 0.8470825  0.
 0.61458833 0.82488354 1.45516267 0.44940129 0.92277501 0.94134515
 0.42226369 1.23258345 0.47401626 0.80312856 0.77012029 0.7888656
 0.69815407 1.10267813 0.31005102 0.73688354 1.39975917 0.10840864
 0.83526165 1.57079633 0.         0.96572796 0.87194168 0.80944935
 0.87572985 1.08636497 0.39199892 0.90201192 1.29762353 0.17366587
 0.98619092 1.44066375 0.04177041 1.08766534 0.95767427 0.87188553
 0.98581924 1.13839341 0.53114932 0.98315958 1.30426929 0.33237537
 1.03297179 1.40673982 0.19392144 1.18659554 1.04041191 0.94127811
 1.08370708 1.1877794  0.70883037 1.05719528 1.29393605 0.55487992
 1.07184479 1.35547895 0.43017257]"
0,paper,dataset_reel\paper\3JN7OPsnxDBpcVeD.png,"[1.36536913 0.74895222 0.         1.28111723 0.95653793 0.30055162
 1.22027202 1.02365006 0.55481122 1.16305786 1.03971606 0.77852529
 1.1814812  1.08257712 0.95135488 1.01063092 0.98698356 0.72552624
 0.92561658 1.25833143 1.10515945 0.95745764 1.41620229 1.29410136
 1.01424249 1.48948145 1.4238728  0.86352336 0.89094856 0.68825423
 0.78934241 1.21239565 1.17014748 0.85094502 1.43125448 1.40234009
 0.93766297 1.52940683 1.54382532 0.74126559 0.80732187 0.56869554
 0.63447865 1.17082208 1.15403466 0.69458576 1.46215249 1.42171881
 0.79239699 1.57079633 0.         0.64525377 0.74555866 0.33751786
 0.48990899 1.00374733 0.94690558 0.51449271 1.218469   1.27220342
 0.58739448 1.29378076 1.4627858 ]"
0,paper,dataset_reel\paper\3K6a8bG8j1YTH1l0.png,"[1.68544165 0.93562393 0.7420764  1.40591274 1.02592481 0.9821982
 1.16241045 1.05611923 1.20179141 0.94190263 1.05405    1.31597825
 0.77184701 1.08623853 1.37715344 0.9314513  0.95141878 1.06308424
 0.55423702 1.02779765 1.19073853 0.32173312 1.22710574 1.32130749
 0.16922549 1.57079633 0.         0.92584774 0.97104501 0.80827704
 0.55709046 0.95467407 0.79591275 0.30745232 0.96727321 0.74150853
 0.1203116  0.93653094 0.42489159 0.97560922 1.04659468 0.61869623
 0.62295173 1.09599634 0.51738696 0.4031952  1.15811875 0.34821515
 0.26591956 1.22358159 0.         1.05610164 1.14310621 0.49914182
 0.77247505 1.25648848 0.40081374 0.61153698 1.28381295 0.28665626
 0.50255192 1.2587522  0.12068823]"
0,paper,dataset_reel\paper\3MMu7EXUtM6aEtXU.png,"[1.44768521 0.80825965 0.30015273 1.3832858  0.94485866 0.63705228
 1.33058094 0.97811642 0.86823124 1.2595173  0.97577396 1.02627808
 1.276307   1.02008064 1.16668251 1.11129131 0.83466544 0.87724275
 0.91843289 0.97267787 1.17376125 0.82038661 1.10958188 1.35701112
 0.77391979 1.1993792  1.49744428 0.93439731 0.77864408 0.6763155
 0.7099482  0.79400191 1.02905841 0.55834581 0.92754575 1.3241735
 0.48137477 1.07311289 0.         0.80500284 0.80184468 0.38375064
 0.511294   0.85341625 0.68557589 0.32694616 1.16059636 1.02955493
 0.27354951 1.57079633 1.39906043 0.74028378 0.91663641 0.07305133
 0.4685686  1.04318983 0.02200269 0.32170606 1.13580186 0.
 0.21605565 1.14429766 0.00547882]"
